province,city,PM2.5,PM10,SO2,NO2,CO,O3,U,V,TEMP,RH,PSFC,lat,lon,date
上海,上海市,38.534,75.66,14.691,65.968,0.7,45.756,6.248,0.363,289.526,35.878,101822.066,31.173,121.42,20181028
上海,上海市,49.326,83.716,18.428,64.628,0.786,52.328,4.137,-1.306,290.687,48.522,101695.032,31.173,121.42,20181029
上海,上海市,23.84,43.428,8.698,35.241,0.524,70.616,-2.774,-3.448,290.784,60.883,102174.584,31.173,121.42,20181030
上海,上海市,20.892,36.474,8.192,26.674,0.472,78.517,-2.658,-4.775,289.735,57.919,102479.12,31.173,121.42,20181031
上海,上海市,13.208,24.429,5.618,24.66,0.405,64.138,-3.642,-6.064,288.466,62.381,102723.326,31.173,121.42,20181101
上海,上海市,16.228,27.524,5.475,34.86,0.421,54.736,-5.324,-3.693,289.263,64.994,102646.823,31.173,121.42,20181102
上海,上海市,15.648,24.215,4.906,32.581,0.418,63.134,-5.911,-2.05,290.757,73.401,102317.033,31.173,121.42,20181103
上海,上海市,16.945,23.397,4.98,32.168,0.43,68.651,-4.739,-1.338,291.545,79.258,102124.547,31.173,121.42,20181104
上海,上海市,19.926,25.592,4.932,24.294,0.384,74.54,-5.707,-1.607,291.13,82.97,102184.751,31.173,121.42,20181105
上海,上海市,20.496,29.775,5.932,22.952,0.485,76.437,-7.157,-1.298,291.06,78.379,102217.809,31.173,121.42,20181106
上海,上海市,27.027,33.115,5.199,37.527,0.588,41.655,1.045,1.793,291.305,91.343,101993.58,31.173,121.42,20181107
上海,上海市,17.348,25.367,6.816,33.85,0.746,14.684,9.392,-0.01,286.376,81.898,101924.991,31.173,121.42,20181108
上海,上海市,65.738,80.261,30.134,49.699,0.858,27.217,2.343,-2.564,285.089,63.942,102310.72,31.173,121.42,20181109
上海,上海市,43.461,64.411,9.404,34.854,0.6,52.4,-3.72,0.516,288.252,72.234,102376.475,31.173,121.42,20181110
上海,上海市,48.608,63.384,7.922,42.846,0.657,40.163,1.38,0.129,289.962,80.051,101995.158,31.173,121.42,20181111
上海,上海市,18.587,28.626,5.974,26.266,0.492,60.8,0.219,-6.56,288.058,81.065,102004.708,31.173,121.42,20181112
上海,上海市,24.071,40.106,6.669,36.87,0.508,58.402,-1.617,-5.76,287.602,66.438,102141.478,31.173,121.42,20181113
上海,上海市,32.592,49.886,7.68,43.874,0.59,53.96,-4.134,-3.642,288.252,66.178,102279.547,31.173,121.42,20181114
上海,上海市,22.62,34.636,5.378,53.604,0.537,34.03,-2.482,-1.983,288.291,83.564,102164.314,31.173,121.42,20181115
上海,上海市,20.628,32.93,4.935,28.394,0.475,53.709,1.436,-8.088,288.719,86.736,102017.876,31.173,121.42,20181116
上海,上海市,15.864,28.914,5.82,21.42,0.463,65.081,-3.705,-5.795,287.924,72.392,102331.715,31.173,121.42,20181117
上海,上海市,15.447,19.167,4.806,28.202,0.492,52.849,-1.207,-4.623,286.204,86.617,102132.115,31.173,121.42,20181118
上海,上海市,68.296,77.43,10.391,48.162,1.003,34.582,2.822,-4.704,285.054,75.081,102389.922,31.173,121.42,20181119
上海,上海市,54.66,67.757,10.614,47.974,0.863,44.465,-3.346,0.836,287.054,74.996,102365.483,31.173,121.42,20181120
上海,上海市,16.068,23.188,5.953,29.736,0.488,57.473,0.4,-1.55,287.856,89.326,101844.949,31.173,121.42,20181121
上海,上海市,32.058,48.51,8.152,35.845,0.598,55.952,3.599,-7.627,285.27,71.389,102587.259,31.173,121.42,20181122
上海,上海市,35.485,48.969,6.747,51.659,0.568,49.258,-1.818,0.738,285.546,68.414,102616.07,31.173,121.42,20181123
上海,上海市,45.413,64.352,8.716,55.716,0.67,49.091,1.11,2.051,287.615,66.963,102463.561,31.173,121.42,20181124
上海,上海市,74.765,97.647,7.993,64.6,0.808,50.673,-2.475,-0.399,287.756,73.282,102322.393,31.173,121.42,20181125
上海,上海市,51.309,66.759,7.286,63.09,0.704,44.907,-2.28,-2.629,289.453,84.634,102271.976,31.173,121.42,20181126
上海,上海市,80.192,108.678,8.486,74.981,1.099,37.37,0.869,-2.485,287.42,80.251,102371.532,31.173,121.42,20181127
上海,上海市,112.518,152.82,11.924,81.677,1.308,48.084,-0.036,-1.414,286.936,74.664,102343.007,31.173,121.42,20181128
上海,上海市,108.239,147.651,27.142,88.987,1.2,42.079,0.178,1.524,287.321,70.806,102552.456,31.173,121.42,20181129
上海,上海市,59.306,99.533,9.2,56.988,0.721,48.118,-2.489,2.649,287.932,77.752,102493.342,31.173,121.42,20181130
